,source,source_delfy,target,target_delfy
1382,"Translate this sentence from eng to afr: Together, the two of them responded: ""Nope.""",1.518392947958676e-05,"Beide die monnike sê: ""O ja, verseker!",5.186323574964636e-06
1383,Translate this sentence from eng to afr: The Federal Trade Commission began investigating Radithor.,1.3375561603291825e-05,Die Federale Handelskommissie het Radithor begin ondersoek.,1.0373542960710208e-05
1384,Translate this sentence from eng to afr: The punishment.',6.785396683879914e-06,"die Strafe.""",1.8152131126863245e-05
1385,Translate this sentence from eng to afr: Low-budget lead-in,8.561067098842741e-06,Low-budget sleutel-op- de-deur,3.630426225372649e-05
1386,"Translate this sentence from eng to afr: Then his friend exclaimed, ""I'm like Lot's wife.",2.6303602485663695e-06,"Hy sê vir Lou is se pa: ""Ek is so bly jou vrou is weer tuis!",6.510700194420518e-06
1387,Translate this sentence from eng to afr: his body did not remain in the earth for more than one day and,7.499135600167008e-06,sy liggaam het nie in die aarde bly vir meer as een dag en,4.1153430074997456e-05
1388,"Translate this sentence from eng to afr: Since Lola's an active one, you might want to go explore Fiesta Island, one of San Diego's many off-leash beaches and parks.",7.546859615028478e-06,"Aangesien Lola 'n aktiewe een is, wil jy miskien Fiesta-eiland, een van San Diego se vele buite-leibande strande en parke, gaan verken.",1.0445384250969304e-05
1389,Translate this sentence from eng to afr: We are responsible for the quality of the product.,1.2000857121533978e-05,♦ Ons is verantwoordelik vir die kwaliteit van die produk.,2.4523576542304206e-05
1390,Translate this sentence from eng to afr: Pretty much my last few weeks in a nutshell...,3.825454571249863e-06,My Last Few Weeks In A Nutshell...,1.5402299026672367e-05
1391,Translate this sentence from eng to afr: outer atmosphere at least.,8.433440788716866e-06,Ondersteunende sfeer waar minstens.,1.9677252178378387e-05
1392,Translate this sentence from eng to afr: Sam Darnold passed for 207 yards and the New York Jets finally earned the first victo...,8.623811312988102e-06,Sam Darnold geslaag vir 207 Yards en die New York Jets het uiteindelik die eerste oorwinning behaal..,8.852079108500452e-06
1393,"Translate this sentence from eng to afr: In order words, you're not supposed to buy Instagram followers.",9.587623546167997e-06,met Instaboom jy sal geen volgelinge vir Instagram koop nie.,7.714148109877648e-06
1394,"Translate this sentence from eng to afr: For example, in exploring some ideas about the Old English poem ""The Battle of Maldon,"" he expressed his views by writing an original verse drama, ""The Homecoming of Beorhtnoth Beorhthelm's Son.""",6.7299457818814476e-06,"Byvoorbeeld om idees oor die Ou Engelse gedig te ondersoek ""Die Slag van Maldon,"" hy het sy mening uitgespreek deur 'n oorspronklike versdrama te skryf, ""Die tuiskoms van Beorhtnoth Beorhthelm se Seun.""",7.0469959580289046e-06
1395,"Translate this sentence from eng to afr: ""Word of mouth can be the best thing since sliced bread if you own a small business - or like handing out doses of hemlock to your potential clientele.",4.643097218416129e-06,Woord van die mond kan die beste ding wees as gesnyde brood as jy ' n klein onderneming besit - of soos die uitreiking van dosisse hemlock aan jou potensiële kliënte.,5.439501546392754e-06
1396,Translate this sentence from eng to afr: It doesn't matter that programmers,2.156182738454994e-05,Toe die programmatuur nie betyds,1.4521704901490596e-05
1397,"Translate this sentence from eng to afr: With a northerly aspect, the house enjoys plentiful of sunshine throughout the year.",8.292219641998394e-06,Met 'n noord-aansig is hierdie 'n heerlike sonnige huis heel jaar deur.,8.782617535480925e-06
1398,Translate this sentence from eng to afr: He will rule the world (9:6).,7.961937501189219e-06,· Hy sal die wêreld regeer (9:6).,6.878706594536735e-06
1399,Translate this sentence from eng to afr: He should have thought of the consequences.,1.3437857543984414e-05,Hy moes gedink het aan die gevolge.,4.6396089545448045e-06
1400,"Translate this sentence from eng to afr: Not all web hosting companies offer dedicated email hosting plans, but as an example, you'll find clear examples of a good address dedicated email hosting service.",2.4548179845731693e-08,"Nie alle web hosting maatskappye bied toegewyde planne vir e-pos hosting, maar as voorbeeld kan duidelike voorbeelde van goeie toegewyde e-pos hosting diens gevind word by Hostinger en Liquid Web.",3.0352376035663193e-06
1401,Translate this sentence from eng to afr: how long China will be able to bear this burden.,7.767060756412009e-06,Hoe lang kan Europa omgaan met die stress?,1.4385247696448291e-05
1402,"Translate this sentence from eng to afr: Are easy to install, requiring only a socket",7.414631969907087e-06,"Maklik om te installeer, benodig net 'n skroef",4.629764757971842e-06
1403,Translate this sentence from eng to afr: We can't let him get to 365.,6.402713780988681e-06,Kan ons dit nie maar herdoop na 365,1.50750185931016e-05
1404,Translate this sentence from eng to afr: There are bus station for line (Phone number hidden by Airbnb).,1.894708666157738e-06,Kontak persoon gedurende verblyf is Katryn (Phone number hidden by Airbnb),1.936886490232424e-05
1405,"Translate this sentence from eng to afr: Her friend who was 14 at the time, survived the attack.",2.639510320751356e-06,"Haar vriendin, wat in daardie stadium 14 jaar oud was, het die aanval oorleef.",2.4854269410191207e-06
1406,"Translate this sentence from eng to afr: ""Iron Mike"" was 20 years and 4 months outdated when he grew to become the youngest heavyweight champion in boxing historical past.",6.831667868107865e-06,"""Iron Mike"" was 20 jaar en vier maande oud toe hy die jongste swaargewigkampioen in die boksgeskiedenis geword het.",9.549292849839491e-06
1407,Translate this sentence from eng to afr: nandrolone has a relatively long half-life in the plasma and a strong binding affinity for androgen receptors,1.1193602020063644e-05,Nandrolone het 'n relatiewe lang halfleeftyd in die plasma en 'n sterk bindingsaffiniteit vir androgeenreseptore.,1.286197143421917e-05
1408,Translate this sentence from eng to afr: Paul has to offer.,3.822883005879579e-05,"Paulus, ons aanbieden.",1.2330328910837426e-05
1409,"Translate this sentence from eng to afr: To make my life easier, I have created the following form.",8.276199972052162e-06,So om my eie lewe makliker te maak het ek die volgende tabelle saam gestel:,4.0787747767482086e-06
1410,"Translate this sentence from eng to afr: something that you work for, and there's money involved, then all these emotions",9.356176798696927e-07,"en daar's iets waarvoor jy werk, en daar's geld betrokke, dan, outomaties is al",1.5619483612533545e-05
1411,Translate this sentence from eng to afr: Run by a family for 3 generations.,7.145289709832681e-06,Begin deur 'n familie vir 3 generasies.,5.186348112723218e-06
1412,Translate this sentence from eng to afr: #2 - Have a long-term plan,1.1499182423469808e-05,#5 - Long Term Planning,1.4539774691967982e-05
1413,"Translate this sentence from eng to afr: Don't worry-the price is still the same for you!""",5.950925246642983e-06,"Moenie bekommerd wees nie; die prys is steeds dieselfde vir jou! """,4.5741947472250845e-06
1414,"Translate this sentence from eng to afr: By having several varieties of Hellebores, you will also extend the flowering period from November until early spring.",4.477370829171997e-06,"Deur verskillende soorte Hellebores te hê, verleng u ook die blomperiode van November tot vroeg in die lente.",1.6375681066998427e-05
1415,Translate this sentence from eng to afr: My message to them: You're white.,3.4194233074889737e-06,My boodskap aan Punt: Julle is kosbaar.,5.186371230549027e-06
1416,Translate this sentence from eng to afr: You have to pay attention to your subconscious.,1.486986002721465e-05,Jy moet op jou onderbewussyn fokus.,6.051211032601865e-06
1417,Translate this sentence from eng to afr: I can honestly say that I'm happy with the design now.,1.5576933154612947e-06,Ek kan eerlik sê dat ek nou tevrede is met die ontwerp.,1.8532919131519723e-05
1418,"Translate this sentence from eng to afr: Under the rules surrounding specified adult childcare credits, if a mother goes back to work after the birth of a child, she can sign a form that allows a grandparent, or other family member, to receive National Insurance (NI) credits for looking after the young person.",4.736427893808354e-06,"Ingevolge die reëls van 'grootouers se krediet', kan 'n ma na die geboorte van 'n kind weer aan die werk gaan, 'n vorm onderteken waarmee 'n grootouer krediete vir nasionale versekering (NI) kan ontvang vir hulp",8.68105636354926e-06
1419,Translate this sentence from eng to afr: from BERLIN.,8.573209583183608e-06,Uit Berlin.,1.8152131126863245e-05
1420,Translate this sentence from eng to afr: It's fun to follow us there.,1.343110957698765e-06,Ook leuk om ons daar te volgen.,2.1626578690104644e-05
1421,"Translate this sentence from eng to afr: You're entitled to your own opinion but not your own ""facts.""",3.7806697534036027e-06,"Jy is wel geregtig op jou eie persoonlike opinies, maar nie jou eie 'feite' nie.",1.1053948971447067e-05
1422,"Translate this sentence from eng to afr: In 2012, 2158 cities representing 147.6 million citizens registered for the campaign.",8.325846282675994e-06,"In 2012, 2158 stede wat 147.6 miljoen burgers wat geregistreer is vir die veldtog.",9.140468103235819e-06
1423,"Translate this sentence from eng to afr: But nobody really cares about us.""",5.139575175096848e-06,Niemand gee regtig om vir ons nie. ',1.3344862236593745e-06
1424,Translate this sentence from eng to afr: I ask why the clowns.,5.096380906199751e-06,En uhh waarom die clowns?,1.4521704901490596e-05
1425,"Translate this sentence from eng to afr: The fear is devastating, and so far the results have been unreactive, and deep in my consciousness, or unconsciousness, still throbs uncertainty in tomorrow.",5.3025786677098285e-06,"Vrees is verwoestend, en tot dusver reageer die resultate nie, en diep in my bewussyn, of bewusteloosheid, neem onsekerheid nog steeds toe.",8.04183642765923e-06
1426,"Translate this sentence from eng to afr: Then, you can control the volume easily.",8.511370771116988e-06,Jy kan die volume maklik beheer.,1.2759232017727335e-05
1427,"Translate this sentence from eng to afr: 1960 को मा, Freie Universität was one of the main scenes of the German student movement of 68 as a reaction to the global student protests during that time .",9.042644946869505e-06,"In die laat 1960's, Vrye Universiteit was een van die belangrikste skerms van die Duitse student beweging van 68 as 'n reaksie op die globale studente-opstande in daardie tyd.",2.04075716980451e-05
1428,"Translate this sentence from eng to afr: Remember, on the day of the big meet your prospective partner will expect to see the same person they fell in love with when they read your dating site.",8.86079611595032e-07,"Onthou, op die dag van die GROOT VOLDOEN aan jou voornemende vennoot sal verwag om te sien die dieselfde persoon wat hulle val in die liefde met wanneer hulle lees jou dating site profiel.",7.384763486425153e-06
1429,Translate this sentence from eng to afr: Comes equipped with H1...,1.2879029717835479e-05,GRATIS AR geweer met H1 -,1.3459773903738942e-05
1430,"Translate this sentence from eng to afr: I found this out again, by trial and error.",7.995863694413344e-06,Ek het dit weer deur middel van beproewing en fout uitgevind.,8.624766108620731e-06
1431,"Translate this sentence from eng to afr: However the regulation, even on its face, goes much further.",4.745169717016507e-06,"Maar die regulering, selfs op sy gesig, gaan veel verder.",3.6328678417428654e-06
1432,Translate this sentence from eng to afr: Don't want to be gay,6.467364804429125e-06,Wil nie gay wees nie,6.202144723078469e-06
